Q9P0K1	Q9P0K1
Q9P0K1	Q9P0K1-2
Q9P0K1	Q9R1V6-3
Q9P0K1	Q9P0K1-5
Q9P0K1	UPI0023E87CF4
Q9P0K1	UPI0007DBBB0D
Q9P0K1	Q9P0K1-4
Q9P0K1	Q9P0K1-1
Q9P0K1	UPI0007B9902C
Q9P0K1	A0A8D0YDP7
Q9P0K1	Q9P0K1-3
Q9P0K1	D2GY23
Q9P0K1	Q9R1V6-13
Q9P0K1	Q9R1V6-20
Q9P0K1	Q9R1V6-12
Q9P0K1	Q9R1V6-10
Q9P0K1	Q9R1V6-7
Q9P0K1	Q9R1V6-1
Q9P0K1	Q9R1V6-14
Q9P0K1	Q9R1V6-19
Q9P0K1	Q9R1V6-5
Q9P0K1	Q9R1V6-8
Q9P0K1	Q9R1V6-9
Q9P0K1	Q9R1V6-4
Q9P0K1	Q9R1V6-17
Q9P0K1	Q9R1V6-6
Q9P0K1	Q9R1V6-2
Q9P0K1	Q9R1V6-15
Q9P0K1	M0R5P8
Q9P0K1	Q9R1V6-11
H3B3Y3	H3B3Y3
I3JFY8	I3JFY8
H2M022	H2M022
A0A8C2N9E2	A0A8C2N9E2
A0A061IMQ3	A0A061IMQ3
W5MWB2	W5MWB2
A0A8B9ZGU0	A0A8B9ZGU0
UPI001145237A	UPI001145237A
UPI001A9D2ED7	UPI001A9D2ED7
A0A8B9L514	A0A8B9L514
A0A8V0XNL1	A0A8V0XNL1
A0A3B5Q6H8	A0A3B5Q6H8
