UPI0020CB44A7	UPI0020CB44A7
UPI0020CB44A7	A0A8M3B1M2
A0A6I8PWT5	A0A6I8PWT5
A0A8B9T2N4	A0A8B9T2N4
A0A8B9T2N4	A0A803V9N8
UPI000C9DDB96	UPI000C9DDB96
UPI000C9DDB96	UPI002FE177B6
UPI000C9DDB96	A0A8C0MZZ0
UPI000C9DDB96	UPI0029526372
UPI000C9DDB96	H2RBZ0
UPI000C9DDB96	UPI000C2FE622
UPI000C9DDB96	A0A2J8W0V7
UPI000C9DDB96	UPI001BC8C8E5
UPI000C9DDB96	A0A8U0SVB2
UPI000C9DDB96	Q9Y3R0-2
UPI000C9DDB96	UPI0023DF17D3
UPI000C9DDB96	H0WI60
UPI000C9DDB96	UPI0014945AF8
UPI000C9DDB96	UPI001A9D64C4
UPI000C9DDB96	A0AAX6RIQ1
UPI000C9DDB96	UPI0003EBC1DC
UPI000C9DDB96	UPI00244613CB
UPI000C9DDB96	UPI00159D9E58
UPI000C9DDB96	Q9Y3R0-3
UPI000C9DDB96	UPI000FFB594C
UPI000C9DDB96	Q9Y3R0
UPI000C9DDB96	UPI000A2B0211
UPI000C9DDB96	Q9Y3R0-1
UPI000C9DDB96	A0A8C2QS71
UPI000C9DDB96	F1MPX8
UPI000C9DDB96	A0A6I8NAJ7
UPI000CE179C6	UPI000CE179C6
UPI000CE179C6	UPI000DF22553
UPI000CE179C6	UPI000C6D2828
G7N7K6	G7N7K6
A0A7N4PMJ8	A0A7N4PMJ8
A0A7N4PMJ8	UPI0024E1AB34
A0A674NSF1	A0A674NSF1
G3GY15	G3GY15
A0A803T9W7	A0A803T9W7
UPI00313E19A5	UPI00313E19A5
