Q8TEW0-8	Q8TEW0-8
Q8TEW0-8	L5LFS9
Q8TEW0-8	L5KPM8
A0A803SQS8	A0A803SQS8
A0A803SQS8	A0A803VPM6
A0A803SQS8	UPI001F028CD2
A0A803SQS8	A0A8B9SXA8
H2S2U4	H2S2U4
UPI0003C1A841	UPI0003C1A841
A0A8M6YY70	A0A8M6YY70
UPI0003EACDBC	UPI0003EACDBC
UPI0005CC0475	UPI0005CC0475
UPI0005CC0475	A0A669EM46
UPI0005CC0475	A0A3B5R722
A0A8T2M505	A0A8T2M505
A0A5F9DG14	A0A5F9DG14
A0A7N5KGQ9	A0A7N5KGQ9
A0A7N5KGQ9	A0A8U0UQM5
A0A7N5KGQ9	Q8TEW0-1
A0A7N5KGQ9	Q8TEW0
A0A7N5KGQ9	A0A8I3WQV3
A0A7N5KGQ9	A0A7N4P4J0
A0A7N5KGQ9	Q8TEW0-2
A0A7N5KGQ9	A0A5G2R7R4
A0A7N5KGQ9	A0A2I3GKD7
A0A7N5KGQ9	UPI0011AEE49C
A0A7N5KGQ9	Q8TEW0-4
A0A7N5KGQ9	UPI001D1A1072
A0A7N5KGQ9	UPI0018F7D444
A0A7N5KGQ9	H0W8R1
A0A7N5KGQ9	UPI0011AE1AD7
A0A7N5KGQ9	A0A8I6A9A7
A0A7N5KGQ9	A0A2J8U365
A0A7N5KGQ9	A0A287D4K2
A0A7N5KGQ9	UPI0024E20364
A0A7N5KGQ9	A0A6I8PE98
A0A7N5KGQ9	UPI0010A22E4A
A0A7N5KGQ9	UPI0007045DAE
A0A7N5KGQ9	UPI000C7F47BC
A0A7N5KGQ9	A0A3Q2HZF1
A0A7N5KGQ9	Q8TEW0-5
A0A7N5KGQ9	UPI0032B083D8
A0A7N5KGQ9	Q8TEW0-11
A0A7N5KGQ9	UPI000C812D67
A0A7N5KGQ9	A0A0P6J501
A0A7N5KGQ9	UPI000D09B52A
A0A7N5KGQ9	UPI00123E99E5
A0A7N5KGQ9	UPI000CCBEE86
A0A7N5KGQ9	A0A8C2LXD8
A0A6I8SFX3	A0A6I8SFX3
