I3MZZ7	I3MZZ7
I3MZZ7	A0A8I3VZ38
UPI001301ED0D	UPI001301ED0D
UPI000462A6FC	UPI000462A6FC
UPI00300B1F70	UPI00300B1F70
UPI00300B1F70	L5M5E4
UPI00300B1F70	F7EUK9
UPI00300B1F70	UPI0032B06909
UPI00300B1F70	Q86TI0-2
UPI00300B1F70	Q86TI0-1
UPI00300B1F70	Q86TI0
UPI00300B1F70	H0WQR2
UPI00300B1F70	G3SVI3
UPI00300B1F70	UPI0003F116E5
UPI00300B1F70	A0A8D1LMN2
UPI00300B1F70	A0A3Q1M1P0
UPI00300B1F70	H0VP51
UPI00300B1F70	UPI0003C8EA72
UPI00300B1F70	A0A8I6AB45
UPI00300B1F70	UPI0030132F68
UPI00300B1F70	G5C3W2
UPI00300B1F70	UPI003004238F
A0A674GD39	A0A674GD39
Q28GQ9	Q28GQ9
A0A3Q2H734	A0A3Q2H734
A0A3Q2H734	A0A8U0N1V1
A0A3Q2H734	A0A452DWY4
A0A3Q2H734	A0A836AEC3
A0A3Q2H734	UPI000F73DCD5
A0A3Q2H734	A0A8C0MAP1
A0A3Q2H734	A0A7N5JPQ7
