UPI002FD7A272	UPI002FD7A272
UPI002FD7A272	UPI00222F4CFF
UPI002FD7A272	Q96PU5-4
UPI002FD7A272	A0A2K5V0L9
UPI002FD7A272	UPI000FFC6B12
UPI002FD7A272	H3A063
UPI002FD7A272	A0A8D1S7N4
UPI002FD7A272	Q96PU5
UPI002FD7A272	L5LVV2
UPI002FD7A272	A0A452DUB1
UPI002FD7A272	A0A5F8GD17
UPI002FD7A272	I3MJW6
UPI002FD7A272	G3WUL4
UPI002FD7A272	UPI002445704C
UPI002FD7A272	UPI00122D82A1
UPI002FD7A272	A0A1D5R103
UPI002FD7A272	G1M9J3
UPI002FD7A272	Q96PU5-1
UPI002FD7A272	A0A2J8W360
UPI002FD7A272	A0A8J8YF20
UPI002FD7A272	UPI0003C44751
UPI002FD7A272	Q96PU5-7
UPI002FD7A272	A0A835ZTR8
UPI002FD7A272	Q6DIR6
UPI002FD7A272	UPI000C2F9E08
UPI002FD7A272	A0A8C2MPP0
UPI002FD7A272	UPI002F2B4335
UPI002FD7A272	A0A286Y3R7
UPI002FD7A272	A0A494BAG2
UPI002FD7A272	A0A803VLI3
UPI002FD7A272	UPI000C7EE473
UPI002FD7A272	R0LAJ5
UPI00073FCDEF	UPI00073FCDEF
I3JLF8	I3JLF8
I3JLF8	A0A8N7UQV5
I3JLF8	UPI0005D27968
I3JLF8	A0A3P9J8R6
I3JLF8	UPI000C6E36B3
I3JLF8	UPI0020CA9CAD
