UPI00075FEF70	UPI00075FEF70
UPI00075FEF70	Q9UQL6-1
UPI00075FEF70	Q9UQL6
UPI00075FEF70	Q9UQL6-3
UPI00075FEF70	A0AAJ7P6V6
UPI00075FEF70	A0A8U0S5A6
UPI00075FEF70	UPI00159E807F
UPI00075FEF70	UPI001C2E1B3F
UPI00075FEF70	UPI0011AE3CC7
UPI00075FEF70	A0A480MKD2
UPI00075FEF70	A0A7N5KCU1
UPI00075FEF70	Q9UQL6-2
UPI00075FEF70	A0A286XU74
UPI00075FEF70	A0AAX6PSW5
UPI00075FEF70	G3UF87
UPI00075FEF70	G3WQM8
UPI0011AF2C82	UPI0011AF2C82
M4ASQ7	M4ASQ7
W5N676	W5N676
H3B8Y6	H3B8Y6
F1LM64	F1LM64
W5JYJ6	W5JYJ6
A0A3Q1MD29	A0A3Q1MD29
A0A3Q1MD29	B4DGT4
UPI0010A7D140	UPI0010A7D140
