Q96RR4	Q96RR4
Q96RR4	O88831-2
Q96RR4	Q96RR4-3
Q96RR4	Q96RR4-2
Q96RR4	Q96RR4-1
Q96RR4	Q96RR4-7
Q96RR4	O88831-1
Q96RR4	F7I4F8
Q96RR4	O88831
Q96RR4	A0A5F9CBC6
Q96RR4	G5AWM9
Q96RR4	A0A8C0P9I5
Q96RR4	UPI0007DBB8DB
Q96RR4	Q96RR4-5
Q96RR4	Q96RR4-6
Q96RR4	Q96RR4-4
Q96RR4	A0A287D6Y3
Q96RR4	Q8C078-5
Q96RR4	Q8C078-2
Q96RR4	Q8C078-4
Q96RR4	Q8C078-3
Q96RR4	Q8C078-1
Q96RR4	A0A7N9CB31
A0A3B3HIE9	A0A3B3HIE9
UPI0011AF760D	UPI0011AF760D
A0A674PMJ6	A0A674PMJ6
W5MJ65	W5MJ65
UPI00313DCC24	UPI00313DCC24
A0A3B5QPG8	A0A3B5QPG8
A0A5F5XRI8	A0A5F5XRI8
G3U4K9	G3U4K9
