Q96QB1	Q96QB1
Q96QB1	Q96QB1-2
Q96QB1	G1TT01
A0A8M6Z677	A0A8M6Z677
UPI0003C15569	UPI0003C15569
A0A8T2KP72	A0A8T2KP72
A0A3B3H5S9	A0A3B3H5S9
A0A6I8T1P4	A0A6I8T1P4
UPI0011460290	UPI0011460290
L9JC83	L9JC83
L5KAT2	L5KAT2
L5KAT2	UPI0021F36DE1
L5KAT2	UPI0023F5238D
L5KAT2	Q96QB1-6
L5KAT2	Q96QB1-4
L5KAT2	UPI0000D9BED7
L5KAT2	Q96QB1-1
L5KAT2	UPI0032B05115
L5KAT2	A0A2J8X3R4
L5KAT2	H0XYU0
L5KAT2	L5MGE6
L5KAT2	U3JM73
L5KAT2	H0ZAI1
L5KAT2	A0A803TK68
L5KAT2	F1MIZ8
L5KAT2	A0A8C2RPV5
L5KAT2	G1PLW4
L5KAT2	UPI002FE2C3F5
L5KAT2	G3UCC6
L5KAT2	A0A8D1AXA7
A0A669BZY4	A0A669BZY4
